id,name,name_en,name_ko,name_ja
621,Gjirokastër District,Gjirokastër District,Gjirokastër 지구,Gjirokastër地区
617,Gramsh District,Gramsh District,그람 지구,グラムシュ地区
600,Has District,Has District,지구가 있습니다,地区があります
594,Kavajë District,Kavajë District,카바 제 지구,カバジェ地区
628,Kolonjë District,Kolonjë District,콜론 제 지구,Kolonjë地区
630,Korçë County,Korçë County,Korçë 카운티,コルチェ郡
597,Korçë District,Korçë District,Korçë 지구,コルチ地区
614,Krujë District,Krujë District,크루 제 지구,クルジェ地区
612,Kuçovë District,Kuçovë District,Kuçovë 지구,クソベ地区
601,Kukës County,Kukës County,Kukës 카운티,クケス郡
623,Kukës District,Kukës District,Kukës 지구,クケス地区
622,Kurbin District,Kurbin District,커빈 지구,Kurbin地区
609,Lezhë County,Lezhë County,Lezhë 카운티,レズヘ郡
595,Lezhë District,Lezhë District,Lezhë 지구,Lezhë地区
596,Librazhd District,Librazhd District,Librazhd 지구,Librazhd地区
599,Lushnjë District,Lushnjë District,Lushnjë 지구,Lushnjë地区
602,Malësi e Madhe District,Malësi e Madhe District,Malësi e Madhe 지구,MalësieMadhe地区
637,Mallakastër District,Mallakastër District,Mallakastër 지구,マラカスト地区
635,Mat District,Mat District,매트 지구,マット地区
638,Mirditë District,Mirditë District,미디 틸 지구,Mirditë地区
619,Peqin District,Peqin District,Peqin District,Peqin地区
625,Përmet District,Përmet District,Përmet 지구,ペルメット地区
606,Pogradec District,Pogradec District,Pogradec 지구,ポグラデック地区
620,Pukë District,Pukë District,푸크 지구,プケ地区
624,Sarandë District,Sarandë District,사란 얀 지구,サランデ地区
611,Shkodër County,Shkodër County,Shkodër 카운티,シュコデル郡
626,Shkodër District,Shkodër District,Shkodër 지구,シュコデル地区
593,Skrapar District,Skrapar District,Skrapar 지구,Skrapar地区
616,Tepelenë District,Tepelenë District,테펠 레 지구,テペレネ地区
615,Tirana County,Tirana County,티라나 카운티,ティラナ郡
633,Tirana District,Tirana District,티라나 지구,ティラナ地区
636,Tropojë District,Tropojë District,Tropojë 지구,トロポジェ地区
634,Vlorë County,Vlorë County,Vlorë 카운티,ヴロロ郡
613,Vlorë District,Vlorë District,Vlorë District,Vlorë地区
1118,Adrar,Adrar,아드라,Adrar
1119,Aïn Defla,Aïn Defla,aïn defla,aïndefla
1122,Aïn Témouchent,Aïn Témouchent,aïn témouchent,aïntémouchent
1144,Algiers,Algiers,알제,アルジェ
1103,Annaba,Annaba,안나바,アナバ
1142,Batna,Batna,바나,バトナ
1108,Béchar,Béchar,베르 차,ベチャー
1128,Béjaïa,Béjaïa,Béjaïa,ベジャイア
4909,Béni Abbès,Béni Abbès,Béni Abbès,ベニ・アッベス
1114,Biskra,Biskra,Biskra,ビスカ
1111,Blida,Blida,블리다,ブリダ
4908,Bordj Baji Mokhtar,Bordj Baji Mokhtar,Bordj Baji Mokhtar,Bordj Baji Mokhtar
1116,Bordj Bou Arréridj,Bordj Bou Arréridj,Bordj bou Arréridj,BORDJ BOU ARRERIDJ
1104,Bouïra,Bouïra,부우 라,ブイラ
1125,Boumerdès,Boumerdès,부르 더디,Boumerdès
1105,Chlef,Chlef,chlef,Chlef
1121,Constantine,Constantine,콘스탄틴,コンスタンティン
4912,Djanet,Djanet,Djanet,djanet
1098,Djelfa,Djelfa,DJELFA,djelfa
1129,El Bayadh,El Bayadh,엘 바인드,エル・バヤド
4905,El M'ghair,El M'ghair,엘 M'Ghair,エル・マグエア
4906,El Menia,El Menia,엘 메니아,エルメニア
1099,El Oued,El Oued,El Oued,エルオード
1100,El Tarf,El Tarf,엘 타프,エルタフ
1127,Ghardaïa,Ghardaïa,Ghardaïa,ガルダイア
1137,Guelma,Guelma,guelma,ゲルマ
1112,Illizi,Illizi,일리자,イリジ
4914,In Guezzam,In Guezzam,Guezzam에서,Guezzamで
4913,In Salah,In Salah,살라에서,サラで
1113,Jijel,Jijel,지젤,ジジェル
1126,Khenchela,Khenchela,Khenchela,Khenchela
1138,Laghouat,Laghouat,laghouat,laghouat
1134,M'Sila,M'Sila,M'Sila,M'sila
1124,Mascara,Mascara,마스카라,マスカラ
1109,Médéa,Médéa,메데아,メデア
1132,Mila,Mila,밀라,ミラ
1140,Mostaganem,Mostaganem,Mostaganem,Mostaganem
1102,Naama,Naama,나마,ナマ
1101,Oran,Oran,오란,オラン
1139,Ouargla,Ouargla,Ouargla,ouargla
4907,Ouled Djellal,Ouled Djellal,우울한 djellal,ouled djellal
1136,Oum El Bouaghi,Oum El Bouaghi,OUM EL BOUAGHI,Oum El Bouaghi
1130,Relizane,Relizane,Relizane,relizane
1123,Saïda,Saïda,사다,サイダ
1141,Sétif,Sétif,세티프,sétif
4902,Sidi Bel Abbès,Sidi Bel Abbès,Sidi Bel Abbès,シディ・ベル・アッベス
1110,Skikda,Skikda,스키다,Skikda
1143,Souk Ahras,Souk Ahras,Souk Ahras,Souk Ahras
1135,Tamanghasset,Tamanghasset,Tamanghasset,Tamanghasset
1117,Tébessa,Tébessa,테베 사사,テベッサ
1106,Tiaret,Tiaret,티아렛,ティアレット
4910,Timimoun,Timimoun,티미 매운,ティマン
1120,Tindouf,Tindouf,틴두프,Tindouf
1115,Tipasa,Tipasa,tipasa,Tipasa
1133,Tissemsilt,Tissemsilt,tissemsilt,Tissemsilt
1131,Tizi Ouzou,Tizi Ouzou,티지 ouzou,Tizi Ouzou
1107,Tlemcen,Tlemcen,tlemcen,tlemcen
4911,Touggourt,Touggourt,Touggourt,Touggourt
488,Andorra la Vella,Andorra la Vella,Andorra La Vella,アンドラ・ラ・ベラ
489,Canillo,Canillo,Canillo,カニロ
487,Encamp,Encamp,야영,野営
492,Escaldes-Engordany,Escaldes-Engordany,Escaldes-Engordany,Escaldes-Engordany
493,La Massana,La Massana,La Massana,ラマサナ
491,Ordino,Ordino,오르도,オルディーノ
490,Sant Julià de Lòria,Sant Julià de Lòria,Sant Julià de Lòria,サント・ジュリア・デ・ロリア
221,Bengo Province,Bengo Province,벵조 지방,ベンゴ州
218,Benguela Province,Benguela Province,벵구어 지방,ベンゲラ州
212,Bié Province,Bié Province,비é 지방,ビエ州
228,Cabinda Province,Cabinda Province,카빈다 지방,カビンダ州
226,Cuando Cubango Province,Cuando Cubango Province,Cuando Cubango 지방,クアンド・キューバンゴ州
217,Cuanza Norte Province,Cuanza Norte Province,Cuanza Norte 지방,クアンザ・ノルテ州
216,Cuanza Sul,Cuanza Sul,Cuanza Sul,Cuanza Sul
215,Cunene Province,Cunene Province,CUNENE 지방,Cunene州
213,Huambo Province,Huambo Province,Huambo 지방,Huambo州
225,Huíla Province,Huíla Province,huíla 지방,フイラ州
222,Luanda Province,Luanda Province,루난다 지방,ルアンダ州
223,Lunda Norte Province,Lunda Norte Province,Lunda Norte 지방,Lunda Norte州
220,Lunda Sul Province,Lunda Sul Province,Lunda Sul Province,Lunda Sul州
227,Malanje Province,Malanje Province,말란 제 지방,マランジェ州
219,Moxico Province,Moxico Province,Moxico Province,モキシコ州
224,Uíge Province,Uíge Province,Uíge 지방,Uíge州
214,Zaire Province,Zaire Province,자이어 지방,ザイール州
3708,Barbuda,Barbuda,바부다,バーブーダ
3703,Redonda,Redonda,레돈다,レドンダ
3709,Saint George Parish,Saint George Parish,세인트 조지 교구,聖ジョージ教区
3706,Saint John Parish,Saint John Parish,세인트 존 교구,セントジョン教区
3707,Saint Mary Parish,Saint Mary Parish,세인트 메리 교구,セントメアリー教区
3705,Saint Paul Parish,Saint Paul Parish,세인트 폴 교구,セントポール教区
3704,Saint Peter Parish,Saint Peter Parish,세인트 피터 교구,聖ペテロ教区
3710,Saint Philip Parish,Saint Philip Parish,세인트 필립 교구,聖フィリップ教区
3656,Buenos Aires,Buenos Aires,부에노스 아이레스,ブエノスアイレス
3647,Catamarca,Catamarca,카타 마르카,カタマルカ
3640,Chaco,Chaco,차코,チャコ
3651,Chubut,Chubut,추트,チャバット
4880,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,CiudadAutónomadeBuenos Aires
3642,Córdoba,Córdoba,코르도바,コルドバ
3638,Corrientes,Corrientes,상관,コリエンテス
3654,Entre Ríos,Entre Ríos,앙트르 리오스,entreríos
3652,Formosa,Formosa,대만,フォルモサ
3645,Jujuy,Jujuy,Jujuy,jujuy
3655,La Pampa,La Pampa,라 팜파,ラパンパ
3653,La Rioja,La Rioja,La Rioja,ラ・リオハ
3646,Mendoza,Mendoza,멘도사,メンドーサ
3644,Misiones,Misiones,Misiones,ミジョー
3648,Neuquén,Neuquén,Neuquén,ノイケン
3639,Río Negro,Río Negro,리오 네그로,リオ・ネグロ
3643,Salta,Salta,살타,サルタ
3634,San Juan,San Juan,산 후안,サンファン
3636,San Luis,San Luis,산 루이스,サンルイス
3649,Santa Cruz,Santa Cruz,산타 크루즈,サンタクルーズ
3641,Santa Fe,Santa Fe,산타페,サンタフェ
3635,Santiago del Estero,Santiago del Estero,산티아고 델 에스테로,サンティアゴ・デル・エステロ
3650,Tierra del Fuego,Tierra del Fuego,Tierra del Fuego,Tierra del Fuego
3637,Tucumán,Tucumán,투쿠만,トゥクマン
2023,Aragatsotn Region,Aragatsotn Region,Aragatsotn 지역,aragatsotn地域
2024,Ararat Province,Ararat Province,아라 라트 지방,アララト州
2026,Armavir Region,Armavir Region,Armavir 지역,アルマビル地域
2028,Gegharkunik Province,Gegharkunik Province,Gegharkunik 지방,Gegharkunik州
2033,Kotayk Region,Kotayk Region,Kotayk 지역,Kotayk地域
2029,Lori Region,Lori Region,로리 지역,ロリ地域
2031,Shirak Region,Shirak Region,시라크 지역,シラク地域
2027,Syunik Province,Syunik Province,Syunik 지방,Syunik州
2032,Tavush Region,Tavush Region,Tavush 지역,Tavush地域
2025,Vayots Dzor Region,Vayots Dzor Region,vayots dzor 지역,Vayots Dzor地域
2030,Yerevan,Yerevan,예 레반,エレバン
3907,Australian Capital Territory,Australian Capital Territory,호주 수도 영토,オーストラリアの首都の領土
3909,New South Wales,New South Wales,뉴 사우스 웨일즈,ニューサウスウェールズ州
3910,Northern Territory,Northern Territory,노던 테리토리,ノーザン・テリトリー
3905,Queensland,Queensland,퀸즐랜드,クイーンズランド
3904,South Australia,South Australia,남호주,南オーストラリア
3908,Tasmania,Tasmania,태즈 매니아,タスマニア
3903,Victoria,Victoria,빅토리아,ビクトリア
3906,Western Australia,Western Australia,웨스턴 오스트레일리아,西オーストラリア
2062,Burgenland,Burgenland,버겐 랜드,バーゲンランド
2057,Carinthia,Carinthia,카린 티아,カリンシア
2065,Lower Austria,Lower Austria,로어 오스트리아,ローワーオーストリア
2061,Salzburg,Salzburg,잘츠부르크,ザルツブルク
2059,Styria,Styria,스티리아,スチリア
2064,Tyrol,Tyrol,티롤,チロル
2058,Upper Austria,Upper Austria,어퍼 오스트리아,アッパーオーストリア
2060,Vienna,Vienna,비엔나,ウィーン
2063,Vorarlberg,Vorarlberg,Vorarlberg,Vorarlberg
540,Absheron District,Absheron District,Absheron 지구,アブサロン地区
559,Agdam District,Agdam District,Agdam District,アグダム地区
553,Agdash District,Agdash District,Agdash 지구,Agdash地区
577,Aghjabadi District,Aghjabadi District,Aghjabadi 지구,Aghjabadi地区
543,Agstafa District,Agstafa District,Agstafa 지구,アグスタファ地区
547,Agsu District,Agsu District,AGSU 지구,AGSU地区
528,Astara District,Astara District,아스 타타 지구,アスタラ地区
575,Babek District,Babek District,Babek 지구,バベック地区
552,Baku,Baku,바쿠,バク
560,Balakan District,Balakan District,발라칸 지구,バラカン地区
569,Barda District,Barda District,바르다 지구,バーダ地区
554,Beylagan District,Beylagan District,베일 라건 지구,ベイラガン地区
532,Bilasuvar District,Bilasuvar District,빌라수르 지구,ビラスバル地区
561,Dashkasan District,Dashkasan District,Dashkasan 지구,Dashkasan地区
527,Fizuli District,Fizuli District,Fizuli 지구,フィズリ地区
585,Ganja,Ganja,간자,ガンジャ
589,Gədəbəy,Gədəbəy,gədəbəy,gədəbəy
573,Gobustan District,Gobustan District,고부스탄 지구,ゴブスタン地区
551,Goranboy District,Goranboy District,고란 ​​보이 지구,ゴランボーイ地区
531,Goychay,Goychay,GOYCHAY,ゴイシェイ
574,Goygol District,Goygol District,주 단지 지구,ゴイゴル地区
571,Hajigabul District,Hajigabul District,Hajigabul 지역,ハジガブール地区
544,Imishli District,Imishli District,Imishli 지구,Imishli地区
564,Ismailli District,Ismailli District,Ismailli 지구,イスマイリ地区
570,Jabrayil District,Jabrayil District,Jabrayil 지구,Jabrayil地区
578,Jalilabad District,Jalilabad District,Jalilabad 지구,ジャリラバード地区
572,Julfa District,Julfa District,줄파 지구,Julfa地区
525,Kalbajar District,Kalbajar District,칼바야르 지구,Kalbajar地区
567,Kangarli District,Kangarli District,Kangarli 지구,カンガルリ地区
590,Khachmaz District,Khachmaz District,Khachmaz 지구,Khachmaz地区
537,Khizi District,Khizi District,키지 지구,キジ地区
524,Khojali District,Khojali District,코 잘리 지구,コジャリ地区
549,Kurdamir District,Kurdamir District,쿠르 다 미르 지구,クルダミール地区
541,Lachin District,Lachin District,Lachin District,ラチン地区
587,Lankaran,Lankaran,Lankaran,ランカラン
558,Lankaran District,Lankaran District,Lankaran 지구,ランカラン地区
546,Lerik District,Lerik District,LERIK 지구,レリック地区
568,Martuni,Martuni,마르 투니,マートニ
555,Masally District,Masally District,Masally District,マスリー地区
580,Mingachevir,Mingachevir,Mingachevir,Mingachevir
562,Nakhchivan Autonomous Republic,Nakhchivan Autonomous Republic,Nakhchivan 자치 공화국,ナクチバン自治共和国
530,Neftchala District,Neftchala District,Neftchala 지구,ネフカラ地区
556,Oghuz District,Oghuz District,오구 즈 지구,オグズ地区
534,Ordubad District,Ordubad District,Ordubad 지구,オルドバード地区
542,Qabala District,Qabala District,카발라 지구,カバラ地区
526,Qakh District,Qakh District,Qakh 지구,Qakh地区
521,Qazakh District,Qazakh District,카자크 지구,カザフ地区
563,Quba District,Quba District,퀘바 지구,Quba地区
548,Qubadli District,Qubadli District,쿼드리 지구,Qubadli地区
588,Qusar District,Qusar District,Qusar 지구,Qusar地区
557,Saatly District,Saatly District,Saatly District,saatly地区
565,Sabirabad District,Sabirabad District,사비 라 바드 지구,サビラバード地区
522,Sadarak District,Sadarak District,사다락 지구,サダラク地区
545,Salyan District,Salyan District,살리아 지구,サリアン地区
536,Samukh District,Samukh District,사무크 지구,サムク地区
591,Shabran District,Shabran District,Shabran 지구,シャブラン地区
579,Shahbuz District,Shahbuz District,Shahbuz 지구,シャーブス地区
518,Shaki,Shaki,Shaki,シャキ
586,Shaki District,Shaki District,Shaki 지구,シャキ地区
529,Shamakhi District,Shamakhi District,Shamakhi 지구,シャマキ地区
583,Shamkir District,Shamkir District,Shamkir 지구,シャムキル地区
535,Sharur District,Sharur District,샤어 지구,シャープ地区
520,Shirvan,Shirvan,시르반,シャーバン
592,Shusha District,Shusha District,슈샤 지구,shusha地区
584,Siazan District,Siazan District,시아잔 지구,シアザン地区
582,Sumqayit,Sumqayit,sumqayit,sumqayit
519,Tartar District,Tartar District,타르타르 지구,タルタル地区
533,Tovuz District,Tovuz District,Tovuz 지구,トブス地区
539,Ujar District,Ujar District,우 자르 지구,ウジャー地区
550,Yardymli District,Yardymli District,Yardymli 지구,ヤルディムリ地区
538,Yevlakh,Yevlakh,Yevlakh,イェフラフ
523,Yevlakh District,Yevlakh District,Yevlakh 지구,イェフラフ地区
581,Zangilan District,Zangilan District,Zangilan 지구,ザンギラン地区
566,Zaqatala District,Zaqatala District,Zaqatala 지구,ザカタラ地区
576,Zardab District,Zardab District,Zardab 지구,ザルダブ地区
1992,Capital,Capital,수도,資本
1996,Central,Central,본부,中央
1995,Muharraq,Muharraq,무하 라크,ムハラック
1994,Northern,Northern,북부 사투리,北部
1993,Southern,Southern,남부 지방 사투리,南方の
796,Bagerhat District,Bagerhat District,Bagerhat 지구,Bagerhat地区
802,Bahadia,Bahadia,바하디아,バハディア
752,Bandarban District,Bandarban District,반다르반 지구,Bandarban地区
784,Barguna District,Barguna District,바르구나 지구,バルグナ地区
818,Barisal District,Barisal District,바리살 지구,バリサル地区
807,Barisal Division,Barisal Division,바리 살부,バリサル部門
756,Bhola District,Bhola District,Bhola 지구,Bhola地区
797,Bogra District,Bogra District,보그라 지구,ボグラ地区
810,Brahmanbaria District,Brahmanbaria District,브라만 바리아 지구,ブラフマンバリア地区
768,Chandpur District,Chandpur District,찬드 푸르 지구,チャンドプール地区
761,Chapai Nawabganj District,Chapai Nawabganj District,Chapai Nawabganj 지구,チャパイ・ナワブガンジ地区
785,Chittagong District,Chittagong District,Chittagong 지역,チッタゴン地区
803,Chittagong Division,Chittagong Division,Chittagong Division,チッタゴン部門
788,Chuadanga District,Chuadanga District,Chuadanga 지구,チュアダンガ地区
763,Comilla District,Comilla District,콤라 지구,コミラ地区
751,Cox's Bazar District,Cox's Bazar District,콕스 바자르 지구,コックスのバザール地区
771,Dhaka District,Dhaka District,다카 지구,ダッカ地区
760,Dhaka Division,Dhaka Division,다카 사업부,ダッカ部門
783,Dinajpur District,Dinajpur District,Dinajpur 지구,ディナジプル地区
762,Faridpur District,Faridpur District,Faridpur 지구,ファリドプール地区
816,Feni District,Feni District,페니 지구,フェニ地区
795,Gaibandha District,Gaibandha District,Gaibandha 지구,ガイバンダ地区
798,Gazipur District,Gazipur District,가지푸르 지구,ガジプール地区
792,Gopalganj District,Gopalganj District,Gopalganj 지구,Gopalganj地区
805,Habiganj District,Habiganj District,Habiganj 지구,ハビガンジ地区
808,Jamalpur District,Jamalpur District,자말 푸르 지구,ジャマルプール地区
757,Jessore District,Jessore District,Jessore 지구,ジェソール地区
778,Jhalokati District,Jhalokati District,Jhalokati 지구,Jhalokati地区
789,Jhenaidah District,Jhenaidah District,Jhenaidah 지구,ヘナイダ地区
806,Joypurhat District,Joypurhat District,Joypurhat 지구,Joypurhat地区
786,Khagrachari District,Khagrachari District,Khagrachari 지구,ハグラチャリ地区
811,Khulna District,Khulna District,쿨나 지구,クルナ地区
775,Khulna Division,Khulna Division,쿨나 부서,クルナ部門
779,Kishoreganj District,Kishoreganj District,Kishoreganj 지구,Kishoreganj地区
793,Kurigram District,Kurigram District,쿠 그램 지구,Kurigram地区
774,Kushtia District,Kushtia District,쿠슈 티아 지구,クシュティア地区
819,Lakshmipur District,Lakshmipur District,Lakshmipur 지구,ラクシュミプール地区
780,Lalmonirhat District,Lalmonirhat District,Lalmonirhat 지구,ラルモンハット地区
817,Madaripur District,Madaripur District,마다리푸르 지구,マダリプール地区
776,Meherpur District,Meherpur District,Meherpur 지구,Meherpur地区
794,Moulvibazar District,Moulvibazar District,물비 자르 지구,ムルビバザール地区
790,Munshiganj District,Munshiganj District,Munshiganj 지구,Munshiganj地区
766,Mymensingh District,Mymensingh District,Mymensingh 지구,Mymensingh地区
758,Mymensingh Division,Mymensingh Division,Mymensingh Division,Mymensingh部門
814,Naogaon District,Naogaon District,나오 가온 지구,ナオガオン地区
769,Narail District,Narail District,나레일 지구,ナレイル地区
770,Narayanganj District,Narayanganj District,Narayanganj 지구,ナラヤンガンジ地区
787,Natore District,Natore District,나토르 지구,ナトーレ地区
764,Netrokona District,Netrokona District,Netrokona 지구,ネトロコナ地区
772,Nilphamari District,Nilphamari District,Nilphamari 지구,ニルファマリ地区
815,Noakhali District,Noakhali District,Noakhali 지구,ノアカリ地区
754,Pabna District,Pabna District,PABNA 지구,パブナ地区
800,Panchagarh District,Panchagarh District,판 차가르 지구,パンチャガー地区
777,Patuakhali District,Patuakhali District,Patuakhali 지구,パトゥアカリ地区
791,Pirojpur District,Pirojpur District,Pirojpur 지구,ピロジプール地区
773,Rajbari District,Rajbari District,라자 바리 지구,ラジバリ地区
813,Rajshahi District,Rajshahi District,라지 샤히 지구,ラジシャヒ地区
753,Rajshahi Division,Rajshahi Division,라지 샤히 디비전,ラジシャヒ師団
809,Rangamati Hill District,Rangamati Hill District,Rangamati Hill 지구,ランガマティヒル地区
759,Rangpur District,Rangpur District,랑 푸르 지구,ラングプール地区
750,Rangpur Division,Rangpur Division,랑 푸르 디비전,ラングプール部門
799,Satkhira District,Satkhira District,Satkhira 지구,サッキラ地区
801,Shariatpur District,Shariatpur District,Shariatpur 지구,シャリアトプル地区
755,Sherpur District,Sherpur District,Sherpur 지구,シャープール地区
781,Sirajganj District,Sirajganj District,Sirajganj 지구,シラジガンジ地区
812,Sunamganj District,Sunamganj District,수나간 지구,スナンガン地区
767,Sylhet District,Sylhet District,실 헤트 지구,シレット地区
765,Sylhet Division,Sylhet Division,실 헤트 부서,シレット部門
782,Tangail District,Tangail District,Tangail 지구,タンガイル地区
804,Thakurgaon District,Thakurgaon District,Thakurgaon 지구,タクルガオン地区
1228,Christ Church,Christ Church,그리스도 교회,クライストチャーチ
1229,Saint Andrew,Saint Andrew,세인트 앤드류,聖アンドリュー
1226,Saint George,Saint George,세인트 조지,セントジョージ
1224,Saint James,Saint James,세인트 제임스,セントジェームズ
1227,Saint John,Saint John,세인트 존,セントジョン
1223,Saint Joseph,Saint Joseph,세인트 조셉,セントジョセフ
1221,Saint Lucy,Saint Lucy,세인트 루시,セントルーシー
1230,Saint Michael,Saint Michael,세인트 마이클,セントマイケル
1222,Saint Peter,Saint Peter,세인트 피터,聖ペテロ
1220,Saint Philip,Saint Philip,세인트 필립,聖フィリップ
1225,Saint Thomas,Saint Thomas,세인트 토마스,聖トーマス
2959,Brest Region,Brest Region,브레스트 지역,ブレスト地域
2955,Gomel Region,Gomel Region,고멜 지역,ゴメル地域
2956,Grodno Region,Grodno Region,그로드 노 지역,グロドノ地域
2958,Minsk,Minsk,민스크,ミンスク
2957,Minsk Region,Minsk Region,민스크 지역,ミンスク地域
2954,Mogilev Region,Mogilev Region,Mogilev 지역,モギレフ地域
2960,Vitebsk Region,Vitebsk Region,Vitebsk 지역,Vitebsk地域
1381,Antwerp,Antwerp,앤트워프,アントワープ
1376,Brussels-Capital Region,Brussels-Capital Region,브뤼셀-자본 지역,ブリュッセルカピタル地域
1377,East Flanders,East Flanders,이스트 플랑드르,イーストフランダース
1373,Flanders,Flanders,플랑드르,フランダース
1374,Flemish Brabant,Flemish Brabant,플랑드르 브라본,フレミッシュブラバント
1375,Hainaut,Hainaut,Hainaut,hainaut
1384,Liège,Liège,군주,リエージュ
1372,Limburg,Limburg,림 버그,リンブルク
1379,Luxembourg,Luxembourg,룩셈부르크,ルクセンブルク
1378,Namur,Namur,나머,ナムール
1380,Wallonia,Wallonia,왈 로니아,ウォロニア
1382,Walloon Brabant,Walloon Brabant,Walloon Brabant,ワロンブラバント
1383,West Flanders,West Flanders,웨스트 플랑드르,西フランダース
264,Belize District,Belize District,벨리즈 지구,ベリーズ地区
269,Cayo District,Cayo District,카요 지구,カヨ地区
266,Corozal District,Corozal District,코로로 갈 지구,コロザル地区
268,Orange Walk District,Orange Walk District,오렌지 워크 지구,オレンジウォーク地区
265,Stann Creek District,Stann Creek District,Stann Creek District,スタンクリーク地区
267,Toledo District,Toledo District,톨레도 지구,トレド地区
3077,Alibori Department,Alibori Department,알리바리 부서,アリボリ局
3076,Atakora Department,Atakora Department,아토 코라 부서,アタコラ局
3079,Atlantique Department,Atlantique Department,Atlantique 부서,アトランティック部門
3078,Borgou Department,Borgou Department,Borgou Department,ボルゴウ部門
3070,Collines Department,Collines Department,콜린스 부서,Collines Department
3072,Donga Department,Donga Department,Donga Department,ドンガ部門
3071,Kouffo Department,Kouffo Department,Kouffo 부서,Kouffo部門
3081,Littoral Department,Littoral Department,LIDTORAL DEPARTER,沿岸部
3075,Mono Department,Mono Department,모노 부서,モノ部門
3080,Ouémé Department,Ouémé Department,Ouémé 부서,OuéméDepartment
3074,Plateau Department,Plateau Department,고원 부서,高原部
3073,Zou Department,Zou Department,Zou Department,Zou部門
4860,Devonshire,Devonshire,데본 셔,デボンシャー
4861,Hamilton,Hamilton,해밀턴,ハミルトン
4863,Paget,Paget,Paget,パジェット
4864,Pembroke,Pembroke,펨 브로크,ペンブローク
4866,Saint George's,Saint George's,세인트 조지의,セントジョージの
4867,Sandys,Sandys,샌디,サンディ
4868,Smith's,Smith's,스미스,スミス
4869,Southampton,Southampton,사우 샘프 턴,サウサンプトン
4870,Warwick,Warwick,워릭,ワーウィック
240,Bumthang District,Bumthang District,Bumthang 지구,ブムサン地区
239,Chukha District,Chukha District,Chukha 지구,チカ地区
238,Dagana District,Dagana District,다가나 지구,ダガナ地区
229,Gasa District,Gasa District,가스 지구,ガサ地区
232,Haa District,Haa District,하아 지구,HAA地区
234,Lhuntse District,Lhuntse District,Lhuntse 지구,Lhuntse地区
242,Mongar District,Mongar District,몽 가르 지구,モンガー地区
237,Paro District,Paro District,PARO 지구,パロ地区
244,Pemagatshel District,Pemagatshel District,Pemagatshel 지구,ペマガトシェル地区
235,Punakha District,Punakha District,Punakha 지구,プナカ地区
243,Samdrup Jongkhar District,Samdrup Jongkhar District,Samdrup Jongkhar 지구,Samdrup Jongkhar地区
246,Samtse District,Samtse District,SAMTSE 지구,サムツ地区
247,Sarpang District,Sarpang District,사방 지구,サルパン地区
241,Thimphu District,Thimphu District,Thimphu 지구,ティンプー地区
236,Trashigang District,Trashigang District,TRASHIGANG 지구,トラシガン地区
